filename,scratch_small,scratch_large,dent_small,dent_large,stray_particle,discoloration
mxQiOKkCi7.png,0,0,0,0,0,0
F8E3dsmnSP.png,0,0,0,0,0,0
obeLGzdD8T.png,1,0,0,0,0,0
vbyjMQ90i6.png,0,0,1,0,0,0
RdzUUAkSVC.png,0,0,0,0,0,0
EaZ42dvbYW.png,1,0,0,0,0,0
zVgbEGjSAk.png,0,0,0,0,0,0
6rcYKSVBW4.png,0,0,0,0,0,0
HDHtRmsP3K.png,0,0,0,0,0,0
iKdqrONtdj.png,0,0,0,0,0,0
btIBsVsBli.png,0,0,1,0,0,0
wXiO6vHa6q.png,0,0,0,0,0,0
JmGDWGBWY8.png,0,0,1,0,0,0
Fix6lwoJex.png,0,0,1,0,0,0
xLGAJVvVF2.png,0,0,0,0,0,0
PqL8NdOggY.png,0,0,0,0,0,0
QSIZu8PDQ8.png,0,0,0,0,0,0
SwlvTbU6FU.png,0,0,0,0,0,0
NvWJHmhA3k.png,1,0,0,0,0,0
cA36NAIBFB.png,1,0,0,0,0,0
Tl1WsN28J9.png,0,0,0,0,0,0
8DE8yKVg67.png,0,0,0,0,0,0
3vf5USNzAo.png,0,0,0,0,0,0
4O8BqiGU5L.png,0,0,0,1,0,0
ycfJPzrxom.png,1,0,0,0,0,0
GlzIOo4MR9.png,0,0,0,0,0,0
ayzAXNfGTA.png,1,0,1,0,1,0
MiU3mPyHq5.png,0,0,0,0,0,0
sT6KpHap4h.png,0,0,0,0,0,0
hSRYvEDQKr.png,0,0,0,1,0,1
AUQYeyEEnp.png,0,0,0,0,0,0
7x98vV9LeJ.png,0,0,0,0,0,0
L9eBxtwiMm.png,0,0,0,0,0,0
0wzMknhTUJ.png,0,0,1,1,0,0
hpQVf8LP5v.png,0,0,0,0,0,0
psw4NX6nj3.png,0,0,0,0,0,0
Tv2IVbGQMw.png,0,0,0,0,0,0
74xRMA3eZz.png,0,0,0,1,0,0
b4AT0RGwiA.png,0,0,0,0,0,0
TgSxiO7ErR.png,0,0,0,1,0,0
Ugl9qwaVB0.png,0,0,1,0,0,0
s81wIAOSQW.png,0,0,0,0,0,0
q3YgefTyOq.png,0,0,0,0,0,0
kXsS0jiBeX.png,0,0,0,0,0,0
KdphL7Ovnl.png,1,0,0,0,0,0
xzb1KH72MK.png,0,0,1,0,0,0
AcOxeKC7zN.png,1,0,0,1,0,0
YjrZ0ulN53.png,1,0,0,0,0,0
ope8LjuhEd.png,1,0,0,0,0,0
Hx9PF5pWfP.png,0,0,0,0,0,0
qjLwe2aP4W.png,0,0,0,0,0,0
xhYFmepeTU.png,1,0,1,1,0,0
NRov9kyyLO.png,0,0,0,0,0,0
w6vLXXiP9L.png,0,0,0,0,0,0
c3qDX8KcFd.png,0,0,0,0,0,0
UwrMJpSJ64.png,0,0,0,0,0,0
gfuIvCnD1r.png,0,0,0,0,0,1
gwfqMOZ5Ca.png,0,0,0,0,0,0
krNn3cMauC.png,1,1,1,0,0,0
MflWpWVQM7.png,1,0,0,0,0,0
IHlm8VbVNQ.png,1,0,0,0,0,0
0u4VobQYmA.png,0,0,1,0,0,0
yTvtkfe4QW.png,0,0,0,0,0,0
wiiT7mRQ19.png,0,0,0,0,0,0
Ql0buhGqKZ.png,0,0,0,0,0,0
Q3jXk3iIHp.png,0,0,0,0,0,0
52LXbGCNTp.png,0,0,0,0,0,0
7fUtY7RBQD.png,0,0,0,0,0,0
xRm9rCBAZj.png,1,0,0,0,0,0
shTo1zdQ1k.png,0,0,0,0,0,0
CzuijTrAcI.png,0,0,1,0,0,0
S2B3wLWcEV.png,0,0,0,0,0,0
oLr2ykGfLw.png,0,0,1,0,0,0
K1LOMxNXvu.png,0,0,0,0,0,0
FiLYkor2DM.png,0,0,0,0,0,0
IjhuqmOZ4s.png,1,0,0,0,0,0
xVv8EUTQ2d.png,0,0,1,0,0,0
iLwk3yD2Gi.png,0,0,1,0,0,0
FE1Gg23OUd.png,0,0,0,0,0,0
i4QyoDU0GS.png,1,0,0,0,0,0
jzKwxtUmng.png,0,0,0,0,0,0
aK0450K7a2.png,0,0,0,0,0,0
0AplGBD339.png,0,0,0,0,0,0
42Wmh41R9i.png,0,0,0,0,0,0
hsKyz2toiH.png,0,0,1,0,0,0
VQbvEGjkvS.png,1,0,1,0,1,0
rJCv3PSPfk.png,0,0,0,0,0,0
uo5BdsaGsB.png,0,0,0,1,0,0
U0MR7cIEMt.png,0,0,0,0,0,0
zjzXQx941b.png,0,0,0,0,0,0
hn89zOBTXK.png,0,0,0,1,0,0
zW8RcC8mdH.png,1,0,1,0,1,0
BGWgNx72VZ.png,0,0,0,0,0,0
qewV5zOtsI.png,0,0,0,0,0,0
8G0oAqAlWG.png,1,0,0,0,0,0
LhaTKyeCMV.png,0,0,0,0,0,0
s9EAcVBPaJ.png,0,0,0,0,0,0
Tw2XRusAkO.png,0,0,1,0,0,0
Y47vsAWvK9.png,0,0,0,0,0,0
wSD0cOtVj1.png,0,0,0,0,0,0
NNKMd2hoV6.png,0,0,0,0,0,0
uPTiEIhl0Y.png,1,0,1,1,1,0
evgFP78dLQ.png,0,0,0,0,0,0
wNEg0gnVJj.png,0,0,1,0,0,0
Im6nUpltHR.png,0,0,0,0,0,0
GKr6OPRAGe.png,0,0,1,1,0,0
oQ9HnAmWJH.png,0,0,0,0,0,0
n6p4iryF1D.png,0,0,0,0,0,0
7N5HZKwNxG.png,0,0,0,0,0,0
g8olRSg4em.png,0,0,0,0,0,0
D2NLRNuA9c.png,0,0,0,0,0,0
14mwCdKxoj.png,0,0,0,0,0,0
D2Mjvfhqhr.png,0,0,0,0,0,0
Rf7j4HPwy2.png,1,0,1,0,1,0
a1Z6doL85L.png,0,0,0,0,0,0
zXKJN12sOT.png,0,0,1,0,0,0
OhOV2Ixvxn.png,0,0,0,0,0,0
k487luOBNV.png,0,0,0,0,0,0
u46kIiEOVw.png,1,0,0,0,0,0
3IENlrgfAn.png,0,0,0,0,0,0
iv0aMklGFg.png,0,0,0,0,0,0
UN3tnT1VNU.png,0,0,1,1,0,0
O1W9Cyxl4V.png,0,0,1,0,0,0
bR0RVfhm8A.png,0,0,0,0,0,0
lRd6pKChA4.png,0,0,0,0,0,0
2qNs5UkbWu.png,1,0,0,0,0,0
zH7As7IA4E.png,0,0,0,0,0,0
id4A9OEYa6.png,1,0,0,1,0,0
9vru72aJYL.png,0,0,0,0,0,0
8ZK7FLpmwq.png,0,0,0,0,0,0
9apdTG1KDs.png,0,0,0,0,0,0
gWYF0wiHkr.png,0,0,0,0,0,0
NiEeyNSoU3.png,0,0,1,0,0,0
8A5P3YKXuN.png,1,0,0,0,0,0
xNwgtFP06V.png,1,0,1,0,1,0
Nn0pNNwTYv.png,0,0,1,0,0,0
rGgRDgxGTJ.png,0,0,0,1,0,0
AiWE3fn7g1.png,1,0,0,1,0,0
MjJRpK8IAq.png,0,0,0,0,0,0
f8Kpo9QRsP.png,0,0,0,1,0,0
gi025OtRki.png,0,0,0,0,0,0
Ar5AqcCfxs.png,0,0,0,0,0,0
xS4sCX6Nkh.png,0,0,0,0,0,0
6b1eyqqOnP.png,0,0,1,0,0,0
FPUrjy6pRq.png,0,0,1,0,0,0
ZxxHj4t8Yb.png,0,0,0,0,0,0
8VM02spPvT.png,0,0,0,1,0,1
TeA5rEYqLy.png,0,0,0,0,0,0
rkDls2Cqer.png,0,0,1,0,0,1
oM5ZeoSzk8.png,0,0,0,0,0,0
DqSuuoZcnR.png,0,0,0,0,0,0
PZ9oU8660E.png,0,0,0,0,0,0
s4822uqBUJ.png,0,0,0,0,0,0
H7QhKhqslJ.png,0,0,0,0,0,0
2tdYl6ks0v.png,1,0,1,1,1,0
PmyKm52V25.png,0,0,0,0,0,0
g2QlpNcLXG.png,0,0,0,0,0,0
ZuZ36Kzi4c.png,0,0,0,0,0,0
UGITxQqxHX.png,0,0,1,0,0,0
aFssz6ch9t.png,1,0,1,1,1,0
A7yc1pzrOw.png,0,0,0,0,0,0
KyYZpCcD1k.png,0,0,0,0,0,0
d3fgk79B0d.png,1,0,0,0,0,0
NHACDFAvL5.png,1,0,1,0,0,0
NXmJpzDRNx.png,0,0,1,0,0,0
dnu3Th2kaV.png,1,0,0,0,0,0
S1xzdQG4Kt.png,0,0,0,0,0,0
JOZbZDo2cQ.png,0,0,0,0,0,0
MlAUjVTaZe.png,0,0,0,0,0,0
rOxNAEw5B4.png,0,0,0,0,0,0
bDaEOLu6FB.png,0,0,0,0,0,0
kvUdAbtU1B.png,0,0,1,0,0,0
IH3MZXbU8x.png,1,0,0,0,0,0
kM9Ek3a9lz.png,0,0,1,0,0,0
AcXoJa4ZYQ.png,1,0,0,0,0,0
xiGvQokPVX.png,0,0,1,0,0,0
y4lszxd47U.png,0,0,1,0,0,0
fBB79rQspy.png,0,0,0,0,0,0
dgn2ogQF0Q.png,1,0,1,0,0,0
mazWWm5FMF.png,1,0,0,0,0,0
AZTokLoFa9.png,1,0,0,0,1,0
AEnOu7zkJ1.png,0,0,0,0,0,0
gRs4SthIar.png,0,0,1,0,0,0
RKZPp9e0Jw.png,0,0,0,0,0,1
04DzUc0Hzk.png,0,0,0,0,0,0
4o7PvY0xl4.png,1,0,0,0,0,0
MTfmo4A2Eu.png,0,0,0,0,0,0
0EA9eUgHyH.png,1,0,0,0,0,0
W4gBWnJglG.png,0,0,1,0,0,0
gzYvCEUSm0.png,0,0,0,1,0,0
kpJiFJhQqX.png,1,0,1,0,0,0
XqNABrKm4E.png,0,0,0,0,0,0
FOsxrRB5a4.png,0,0,0,0,0,0
WT2anb1O61.png,0,0,0,0,0,0
qKIpP03j44.png,1,0,0,0,0,0
dPQ4Hn5H8f.png,1,0,0,0,0,0
yDN7m4m7mM.png,0,0,1,0,0,0
cu6i9Gla59.png,0,0,0,0,0,0
hGIYLzDaPX.png,0,0,0,0,0,0
o0fsPto3wU.png,0,0,0,0,0,0
UCgXbJAqAa.png,0,0,0,0,0,0
yXoel2Y7gu.png,0,0,0,0,0,0
YZWea49zzI.png,0,0,1,0,0,0
mgOOtoGBxp.png,1,0,0,0,0,0
Lq0Du3seD0.png,0,0,0,0,0,0
4l2mOm2MCx.png,0,0,0,0,0,0
ZRnACLR6b6.png,0,0,0,0,0,0
xaAW3B2PiR.png,0,0,0,0,0,0
TNmxRHekaM.png,1,0,0,0,0,0
V8GAtYLHkY.png,1,0,0,0,0,0
Zdxll9MuU1.png,1,0,0,0,0,0
R11sxtr7Dg.png,0,0,0,0,0,0
e5aw7WvROM.png,0,0,0,0,0,0
Z6en9U8gTC.png,1,0,1,0,0,0
iKWal2dAhG.png,1,0,1,0,0,0
4ikAD8JeSD.png,0,0,0,0,0,0
3qS2KLECHI.png,1,0,0,0,0,0
tl6lPD01FD.png,0,0,0,0,0,0
JuwUABBV5n.png,0,0,0,0,0,0
Zysh79KzuX.png,0,0,0,1,0,0
Fvkue15wtS.png,1,0,1,0,1,0
mCJWBXLVnR.png,0,0,1,0,0,0
Hv1qRdmH7t.png,0,0,1,0,0,0
Pk6KXJRPUR.png,1,0,0,0,0,0
GeEooaX2Qd.png,0,0,0,0,0,0
0r65m1Lm7L.png,0,0,0,0,0,0
KhLPJxgswk.png,0,0,0,0,0,0
pntpMsnAAw.png,0,0,0,0,0,0
R4z0UQNjHe.png,0,0,0,0,0,0
miyXeHOYyx.png,1,0,0,0,0,0
DOsgKg9tt8.png,1,0,0,0,0,0
2MNcVKKZ3O.png,0,0,0,0,0,0
GA33yn1X1m.png,0,0,0,0,0,0
k0orQdPKlh.png,1,0,0,0,0,0
ub3juhZZMY.png,1,0,0,0,0,0
tGpftINumX.png,0,0,0,0,0,0
cvIMxQYnTs.png,0,0,1,0,0,0
h7enErTKzl.png,1,0,0,0,0,0
TFNIlQeFIv.png,1,0,0,0,0,0
8TnKX3gWND.png,0,0,0,0,0,0
3KWMz24fAZ.png,1,0,0,0,0,0
5eMEu1RyOv.png,0,0,0,0,0,0
6JW4qQzTu1.png,0,0,0,0,0,0
BNJWjxU8bz.png,0,0,0,0,0,0
5tKTALAeEt.png,1,0,0,0,0,0
LvUZjDIrCq.png,0,0,0,0,0,0
wHq8kRxdAP.png,0,0,0,1,0,0
y9tCcnjkWd.png,0,0,1,1,0,0
SF3Ql8zoy2.png,0,0,0,0,0,0
ZOSPZGszvz.png,0,0,1,0,0,0
eIrfUcgfsg.png,0,0,0,0,0,0
zFT0FKfkLH.png,0,0,0,0,0,0
jcdDuaAg7W.png,0,0,1,0,0,0
w9asBT86IF.png,0,0,0,0,0,0
iXICu2a9ZS.png,1,0,1,0,1,0
